,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
522,Krastyel,BR ,2,100%,8,9.5,2,6.5,9.2,492,77.9%,28.2,739,1.23,0.51,0.18,0.28,350,2,-425,0%,0%,0,1
523,Krazler,PL ,5,60%,2.4,2.6,3.2,5.2,6.4,360,75.3%,17.4,310,1.45,0.4,0.32,0.32,323,17,620,40%,0%,0,3
524,KroMAX,SI ,2,0%,1.3,0.5,3.5,4,0.7,215,51.4%,14.1,288,2.35,1.36,0.19,0.2,126,-4,-314,100%,0%,0,-
525,Krysia,PL ,5,40%,3.8,2.6,2.6,7.2,5,322,78.8%,18.2,368,1.61,0.45,0.28,0.33,-103,-7,-95,60%,0%,0,1
526,Kryze,SE ,4,100%,5.6,3.5,1.8,6.3,8.4,425,57.7%,20.5,482,1.06,0.41,0.17,0.1,116,0,-35,0%,0%,0,5
527,Kulvas,CZ ,1,0%,0.4,0,5,2,7.5,313,50%,28.6,481,0.62,0.31,0,0.03,-732,-14,-712,0%,0%,0,-
528,Kuri,KR ,4,100%,15.8,1,1,14.8,0.4,252,82%,7,182,2.83,1.69,0.26,0.5,6,-5,-211,75%,0%,0,-
529,Kuroneel,FR ,6,0%,1.9,3,3.2,3,7.7,357,73.7%,24.2,474,0.85,0.17,0.18,0.05,-335,1,-84,16.7%,0%,0,-
530,Kynetic,DE ,4,100%,40,4.5,0.3,5.5,8.4,425,70.2%,24.6,564,1.07,0.47,0.17,0.21,-234,-2,739,0%,0%,0,-
531,LP,CN ,2,100%,4,2.5,2.5,7.5,9,410,59.4%,22.9,567,-,-,-,-,-,-,-,-,-,-,-
532,Labrov,GR ,5,60%,6.2,1.2,1.8,10,0.9,247,69.7%,16.1,365,2.8,1.43,0.37,0.42,174,4,-209,40%,0%,0,-
533,Lamabear,DE ,4,25%,3.6,1,2,6.3,5.4,301,68%,11.3,286,1.51,0.43,0.34,0.29,-130,-3,7,50%,0%,0,-
534,Lancer,KR ,6,50%,3.1,1.3,2.3,5.8,8.7,394,55.8%,24.3,579,1.18,0.42,0.17,0.23,787,18,325,16.7%,16.7%,0,1
535,Lari,FI ,2,0%,1.3,3,4,2,8.1,383,67.3%,29.1,527,1.01,0.45,0.15,0.14,-188,-6,-557,0%,0%,0,-
536,Larssen,SE ,5,40%,2.1,3.2,3,3.2,8.7,385,56.1%,29.4,580,0.7,0.27,0.11,0.08,-505,0,-232,20%,0%,0,-
537,Lava,KR ,4,75%,5.2,3.3,2.3,8.5,8.2,407,75.3%,29.7,728,1.31,0.23,0.42,0.1,-225,8,-208,0%,0%,0,3
538,LeBron,BG ,4,75%,8.2,3.3,1.3,7,5.6,387,82.5%,13.7,288,1.47,0.26,0.36,0.22,974,-6,328,100%,0%,0,1
539,LeChase,PT ,2,50%,5.7,1,1.5,7.5,5.4,318,66.8%,11.5,269,1.72,0.2,0.58,0.17,-406,-4,-354,50%,0%,0,-
540,LeMy,RS ,3,0%,0.4,1.3,5.3,1,6.9,310,36.7%,20.7,309,0.65,0.21,0.13,0.03,-1557,-19,-1294,33.3%,0%,0,1
541,Leave,CN ,2,100%,3.8,3.5,2,4,10.6,479,56.1%,28.7,656,-,-,-,-,-,-,-,-,-,-,-
542,Legolas,ES ,5,80%,5.4,6.2,2.6,7.8,9.9,482,79.9%,32.4,927,1.19,0.3,0.29,0.06,-25,1,200,20%,40%,0,1
543,Lehends,KR ,11,54.5%,3.7,0.5,2.1,7.2,0.7,235,70.5%,9.3,177,2.7,1.44,0.33,0.45,-96,5,-240,27.3%,18.2%,0,-
544,Lekcyc,RU ,4,75%,9.2,1.3,1.5,12.5,0.6,270,93.4%,7,178,2.65,1.35,0.25,0.33,-74,-12,106,50%,0%,0,-
545,Lele,CN ,6,33.3%,2.9,0.5,3,8.3,0.5,222,78.7%,12.2,223,-,-,-,-,-,-,-,-,-,-,-
546,Lelouch,RO ,2,50%,3,4.5,3.5,6,9.2,448,66.2%,29.7,761,1.1,0.32,0.22,0.07,788,14,575,0%,0%,0,1
547,Lens,TR ,6,66.7%,3.5,4.8,3,5.7,7.9,412,54%,16.6,427,1.17,0.31,0.29,0.1,-273,-5,-358,16.7%,0%,0,-
548,Leo D Aras,GR ,2,50%,2.7,0.5,3,7.5,1,241,66.1%,7,157,2.18,1.16,0.23,0.24,540,4,-310,100%,0%,0,-
549,LeoLeCargo,FR ,6,50%,3.4,1.2,2.7,7.8,1,235,54.8%,5.2,103,2.42,1.36,0.24,0.4,219,4,142,16.7%,0%,0,-
550,Leon,DE ,4,50%,2.7,0.5,3.3,8.3,1.2,239,61.3%,6,137,2.42,1.23,0.3,0.25,-26,9,-412,50%,0%,0,-
551,Leyan,CN ,3,66.7%,3,1,2,5,6.1,333,42.9%,10.3,250,-,-,-,-,-,-,-,-,-,-,-
552,Leza,MX ,2,0%,0.3,1,4,0,8.5,339,33.3%,30.8,442,0.89,0.22,0.3,0.16,-1514,-19,-734,0%,0%,0,1
553,Licorice,CA ,2,0%,0.7,2.5,5.5,1.5,7.9,387,45.6%,25.1,486,1.19,0.41,0.19,0.23,-998,-6,-630,0%,50%,0,1
554,Life,KR ,10,40%,2.4,0.8,2.5,5.2,0.7,236,57.5%,13.1,268,3.08,1.74,0.44,0.36,14,-6,26,0%,10%,0,1
555,Light,CN ,3,66.7%,3,4.3,2.7,3.7,9.9,466,66.4%,27.9,583,-,-,-,-,-,-,-,-,-,-,-
556,Lightpulse,US ,2,50%,2.8,1,4.5,11.5,0.4,240,67.7%,7.1,189,2.29,1.44,0.15,0.34,-227,4,-312,50%,0%,0,-
557,Lilipp,DE ,4,100%,4.8,2,2.5,10,1.1,268,70.9%,11.8,332,3.71,1.94,0.59,0.5,549,2,-426,25%,25%,0,1
558,Lingwi,FR ,2,50%,3.2,3,3,6.5,7.8,406,49%,26.6,522,1.15,0.45,0.06,0.16,1036,-9,527,50%,0%,0,1
559,Links,CA ,6,33.3%,3,5.3,3.3,4.5,8.4,398,75.3%,28.7,698,1.2,0.33,0.33,0.03,-590,-9,-395,0%,0%,0,2
560,Lived,AU ,2,0%,0.9,1,3.5,2,7.9,331,25.4%,15.6,344,0.95,0.43,0.13,0.15,262,4,548,0%,0%,0,1
561,LokeN,KR ,2,100%,25,7.5,0.5,5,10,497,77.9%,24.8,607,1.71,0.45,0.47,0.15,192,4,-631,50%,0%,0,-
562,Lonely,KR ,4,50%,5,6.3,2.8,7.5,7.9,433,69.4%,27.6,792,1.44,0.51,0.23,0.17,603,3,38,25%,0%,0,1
563,Look,BR ,2,0%,0.4,0,3.5,1.5,0.2,200,50%,11,169,2.27,1.14,0.18,0.49,-60,-15,-702,0%,50%,0,-
564,Loopy,KR ,10,80%,7.1,0.7,1.9,12.8,0.8,252,80.2%,8.2,181,2.94,1.56,0.37,0.43,278,5,247,10%,10%,0,-
565,Lospa,KR ,10,20%,2.2,0.7,2.6,5.1,0.7,223,79.7%,8.9,133,2.83,1.89,0.29,0.58,-168,2,-157,50%,0%,0,-
566,Lost,NZ ,6,83.3%,8.5,3.5,1,5,9,437,53%,24.6,621,1.36,0.49,0.28,0.2,108,7,-102,16.7%,16.7%,0,-
567,Lot,TR ,4,25%,2,1.8,2.3,2.8,8.6,392,52.9%,19.9,299,0.92,0.26,0.17,0.14,142,2,-5,25%,0%,0,3
568,Lothen,PL ,5,40%,3,3.4,2.4,3.8,8.2,403,56%,21.9,399,0.99,0.35,0.23,0.16,91,-8,-512,20%,0%,0,-
569,Lotuss,RS ,2,0%,5.8,3,2,8.5,5.7,328,79.2%,18,426,1.91,0.53,0.46,0.2,936,14,541,0%,0%,0,2
570,Lpc,CN ,3,33.3%,3.5,4.3,2,2.7,8.7,408,63.8%,27.8,555,-,-,-,-,-,-,-,-,-,-,-
571,Luca,NL ,4,100%,5.6,6.8,2,4.5,9.4,486,64%,31.4,601,1.06,0.23,0.23,0.1,568,19,302,25%,0%,0,13
572,Lucid,KR ,10,80%,5.2,3.9,2.1,7,6.1,376,67.4%,15.8,344,1.82,0.47,0.45,0.35,467,10,336,20%,10%,0,4
573,Lucker,PL ,5,20%,4.8,3.4,1.6,4.2,8.5,401,69.1%,26.6,480,0.93,0.3,0.23,0.06,-217,-11,-170,40%,0%,0,1
574,Luger,TR ,2,100%,13,2,0.5,4.5,10.9,475,61.4%,25.8,476,1.19,0.32,0.39,0.13,278,1,-268,50%,0%,0,-
575,Luka,TR ,2,50%,5.7,4,1.5,4.5,7.6,384,60.5%,20.8,387,1.37,0.36,0.27,0.16,970,-4,576,50%,0%,0,2
576,Lulas,PT ,2,50%,2.8,0,2,5.5,5.1,298,68.3%,9.8,205,1.08,0.31,0.15,0.21,-317,-10,-173,0%,50%,0,-
577,Lumerion,NL ,2,0%,0.6,1.5,6.5,2.5,6.5,309,53.1%,24.6,455,1.02,0.3,0.21,0.1,-90,-9,187,50%,0%,0,2
578,Lunddorf,DK ,3,100%,5.3,3,1.3,4,8.5,395,52%,26.1,543,1.05,0.31,0.17,0.13,389,21,657,33.3%,33.3%,0,-
579,Lure,KR ,10,70%,7.1,5,1.4,5,9.7,466,63.4%,30.3,625,1.32,0.38,0.38,0.15,222,1,528,20%,0%,2,3
580,Lurox,DE ,4,50%,4.1,2.8,3,9.5,4.6,326,72.5%,15.5,397,1.46,0.32,0.37,0.33,119,1,229,0%,0%,0,-
581,Lwx,CN ,6,33.3%,3.9,2.7,2.3,6.5,10,429,77.3%,28.9,529,-,-,-,-,-,-,-,-,-,-,-
582,Lxwzy,BE ,2,50%,4.6,2.5,2.5,9,5.9,344,68.2%,13.8,340,2.2,0.45,0.52,0.42,-1018,-10,-908,50%,0%,0,-
583,Lyg,CL ,2,0%,0.7,0.5,4.5,2.5,7.9,335,34.9%,22.8,484,0.88,0.39,0.19,0.11,-658,-14,35,0%,0%,0,-
584,Lyncas,LT ,4,50%,4.4,3.5,2.8,8.5,5.2,351,76.4%,19.9,480,1.96,0.59,0.48,0.27,165,-9,-389,25%,0%,0,1
585,Lyonz,AR ,2,100%,-,0,0,13,0.9,270,72.4%,5.8,141,2.39,1.31,0.32,0.55,430,8,-622,100%,0%,0,-
586,MDB,UA ,3,66.7%,3.3,5,3,5,9.2,452,74.3%,30.1,674,1.25,0.34,0.26,0.13,196,5,215,0%,33.3%,0,-
587,MGX,TR ,2,50%,2.5,2.5,3,5,8.3,385,58.9%,23.1,430,0.94,0.46,0.09,0.15,-671,0,136,0%,0%,0,-
588,MIK0,PL ,5,0%,1.8,1.8,3.4,4.2,8,363,69.4%,27.6,529,0.81,0.28,0.23,0.08,-1047,-12,-665,0%,20%,0,-
589,Madly,TR ,2,50%,8.5,4,1,4.5,8.3,427,61.3%,30.9,612,1.04,0.34,0.26,0.07,794,10,588,0%,0%,0,3
590,Mafro,HR ,3,100%,6,4.3,2,7.7,5,389,59.1%,14.4,373,1.43,0.22,0.44,0.21,171,-8,-28,33.3%,33.3%,0,1
591,Mahonix,NL ,2,50%,2.3,0,3,7,0.8,214,74%,9.8,181,2.4,1.47,0.26,0.23,-430,-10,-405,0%,0%,0,-
592,MaiYuk,NL ,2,50%,1.7,2,3.5,4,6.9,353,56.7%,16.8,380,0.97,0.28,0.21,0.03,-403,-10,-638,50%,0%,0,1
593,Makes,BR ,2,0%,1,3,4.5,1.5,7.6,354,65%,28.4,570,0.93,0.35,0.14,0.17,-388,-6,-492,0%,0%,0,2
594,Makony,PL ,5,0%,1.1,1.2,3.8,3,7.4,339,39.6%,16.2,303,0.71,0.33,0.07,0.07,-785,-18,-446,0%,20%,0,-
595,Malrang,KR ,5,40%,2.3,1.8,3.2,5.4,4.3,288,69.1%,13.6,280,1.72,0.51,0.41,0.34,-384,-18,-645,60%,0%,0,-
596,Manster,ES ,4,50%,5.3,1,2,9.5,0.6,248,85.4%,10.4,229,2.65,1.16,0.26,0.2,211,-8,173,75%,0%,0,-
597,Maple,TW ,2,100%,24,5,0.5,7,8.6,424,77%,33.6,925,1.44,0.55,0.24,0.19,-52,1,-296,0%,0%,0,-
598,Mark,CN ,5,60%,12.5,0.2,0.8,9.8,0.4,245,79.1%,9.3,191,-,-,-,-,-,-,-,-,-,-,-
599,Markoon,NL ,5,60%,2.7,2.2,3.4,7,5.1,324,55.8%,12,287,2.01,0.7,0.43,0.3,-224,-3,2,40%,40%,0,2
600,Marky,ES ,5,80%,3.2,2.2,2,4.2,8.2,396,41.7%,18.6,379,1.01,0.38,0.16,0.16,-384,-12,31,0%,0%,0,1
601,Mart,PT ,5,40%,2.3,2.2,4,6.8,5,326,70.8%,15.2,309,1.48,0.32,0.3,0.28,-290,-21,-437,60%,20%,0,-
602,Marzo,SK ,1,0%,13,5,1,8,8.5,424,86.7%,27.8,648,1,0.33,0.25,0.08,409,24,-369,0%,0%,0,-
603,Mask,KR ,4,75%,5,4.3,2.3,7,9.4,445,67.8%,34.5,909,1.22,0.33,0.3,0.17,47,15,676,75%,0%,0,1
604,Massu,CA ,6,83.3%,5.3,6.5,2.5,6.8,8.6,480,67.7%,26.8,701,0.98,0.44,0.16,0.13,522,14,473,50%,0%,0,2
605,Mataz,MX ,2,0%,1.6,2.5,4,4,4.8,295,81.7%,18.5,321,0.93,0.26,0.21,0.28,-1667,-16,-406,0%,0%,0,1
606,Matias,FR ,6,83.3%,10.7,5,1.2,7.5,9.2,453,71.5%,26.4,586,0.94,0.3,0.19,0.11,223,3,143,0%,0%,0,-
607,Matislaw,PL ,4,25%,3.5,2.3,2,4.8,8.3,363,61.2%,26.9,570,1.13,0.49,0.28,0.21,182,2,269,0%,0%,0,1
608,Maxi,DK ,4,50%,3.3,2.5,2.8,6.5,5.4,341,86.6%,13.9,319,1.36,0.34,0.3,0.34,-54,14,362,50%,0%,0,-
609,Maynter,UA ,6,83.3%,6.3,3.7,1.7,6.8,7.8,404,57%,21.1,474,0.84,0.37,0.12,0.18,-42,6,-91,33.3%,33.3%,0,4
610,MeLoNiK,PL ,4,75%,4.3,3.8,1.8,3.8,8.9,443,54.6%,31.9,688,1.18,0.35,0.14,0.13,488,9,694,0%,0%,0,4
611,Meaning,KR ,2,100%,3.8,7,2.5,2.5,8.3,421,49%,27.8,725,0.96,0.28,0.11,0.15,28,-1,266,0%,50%,0,3
612,Mechanics,NL ,2,50%,3.7,4,3,7,7.6,384,60%,31.6,737,0.91,0.34,0.11,0.09,550,16,1262,50%,0%,0,2
613,Meech,CA ,6,83.3%,4.8,5.5,2.2,4.8,9.5,458,66%,28.6,667,0.99,0.34,0.28,0.1,540,11,228,16.7%,0%,0,2
614,Megumiin,JP ,2,100%,9,5.5,1.5,8,7.9,404,65.3%,23.6,638,1.27,0.44,0.28,0.34,-219,8,-154,0%,0%,0,1
615,Meifan,AU ,1,0%,0,0,4,0,4,235,0%,10.5,124,0.8,0.25,0.13,0.25,-1947,-41,-2023,0%,0%,0,-
616,Meight,HU ,3,33.3%,3.3,1,1.3,3.3,8.5,352,49.4%,24.6,414,1.05,0.35,0.22,0.1,-407,-1,-183,0%,0%,0,-
617,Meleks,PL ,1,0%,1,1,3,2,0.4,213,75%,6.8,115,2.12,1.15,0.28,0.28,-834,-22,13,0%,100%,0,-
618,Mersa,GR ,5,40%,5.3,0.6,2,10,0.9,237,67.2%,6,147,2.56,1.52,0.3,0.49,-336,-2,-200,0%,0%,0,-
619,Meteor,CN ,3,33.3%,3.8,2,2,5.7,5.6,335,54.7%,14.1,352,-,-,-,-,-,-,-,-,-,-,-
620,MetroArcher,PT ,2,50%,5.8,5,2,6.5,7.9,412,72.5%,22,488,1.39,0.37,0.28,0.14,10,-10,894,0%,0%,0,2
621,Mettoe,NL ,2,50%,3.1,5,4,7.5,8,407,75.7%,21.2,501,0.89,0.16,0.19,0.08,-154,2,176,50%,0%,0,1
622,Mia,KR ,2,100%,5.8,1.5,2.5,13,1.1,282,85.3%,9.7,210,3.16,1.4,0.56,0.41,1202,10,758,100%,0%,0,-
623,Midnight,ES ,4,25%,3.3,2.5,2,4,9.1,395,59.3%,28,476,1.3,0.43,0.13,0.2,-90,-0,202,0%,25%,0,-
624,Mido,BR ,2,50%,12.5,0.5,1,12,0.2,225,75%,9,216,1.88,1.38,0.14,0.55,-432,-10,-165,0%,0%,0,-
625,Mihile,KR ,10,60%,2.4,2.4,2.9,4.5,8.1,384,47.1%,19.9,438,1.16,0.38,0.23,0.26,-32,2,-2,10%,0%,0,4
626,Mikkel,NL ,2,50%,2.7,4,3,4,8.8,414,56.8%,27.2,643,0.86,0.28,0.22,0.07,138,12,611,0%,50%,0,-
627,Mikyx,SI ,5,80%,4.9,0.8,2.2,10,1.1,278,58.9%,11.5,292,3.18,1.66,0.56,0.39,266,6,-153,40%,0%,0,-
628,Milica,RS ,4,0%,1.7,2.5,3,2.5,8.5,357,57.5%,21.3,384,1.45,0.37,0.27,0.17,426,4,340,50%,0%,0,-
629,Minit,KR ,2,0%,0.2,0,3,0.5,0.4,183,16.7%,12.1,169,1.5,1.05,0.02,0.26,-430,-8,622,0%,50%,0,-
630,Minui,US ,7,71.4%,4.8,4,2.6,8.4,8.6,436,62%,22.8,562,1.23,0.34,0.26,0.09,594,13,271,28.6%,14.3%,0,-
631,Mir,KR ,6,66.7%,4.3,2.5,2.7,8.8,5.4,366,76.4%,19.8,413,1.4,0.36,0.27,0.31,1266,13,790,100%,0%,0,1
632,Mireu,KR ,2,100%,26,5,0.5,8,9.7,489,72.8%,45.1,1113,1.07,0.22,0.16,0.08,1514,19,734,0%,0%,0,2
633,Mirrored,CN ,6,50%,3.2,1.7,2.2,5.2,8.6,374,55.4%,22.6,435,0.94,0.31,0.15,0.13,-50,4,-116,0%,16.7%,0,-
634,Mis,PL ,5,40%,3,4.6,2.8,3.8,9,433,70.6%,24.6,434,1.28,0.26,0.43,0.08,355,14,264,40%,20%,0,-
635,Misaki,PT ,2,50%,3.8,2,2,5.5,7.5,343,40.8%,22,502,0.86,0.41,0.09,0.12,-1320,-21,-637,0%,0%,0,-
636,Misanthiel,FR ,6,50%,7.1,4.2,1.2,4.2,7.8,403,55.5%,21.9,420,1.2,0.3,0.22,0.12,791,11,1099,16.7%,0%,0,8
637,Mishigu,SE ,4,50%,4.1,4,2.3,5.3,9.1,414,67.5%,28.5,557,1.23,0.4,0.26,0.17,174,0,355,50%,0%,0,1
638,Missing,CN ,3,66.7%,4.8,1,2.7,11.7,0.4,230,64%,10.8,288,-,-,-,-,-,-,-,-,-,-,-
639,Mito,BR ,2,0%,1.9,3,4,4.5,6.8,353,59.4%,17.4,442,1.23,0.32,0.28,0.19,-1379,-40,-894,50%,50%,0,1
640,Mobility,US ,7,42.9%,3.3,2.9,2.1,4.3,8.6,394,63.6%,24.7,451,0.93,0.33,0.24,0.11,-297,-5,-290,42.9%,14.3%,0,2
641,Moham,KR ,7,14.3%,1.4,0.4,3,3.7,0.5,207,62.6%,10.1,191,2.46,1.61,0.33,0.52,-770,-3,-73,0%,14.3%,0,1
642,Mojito,TR ,2,50%,1.6,3,4.5,4,5.6,338,79.2%,14.2,280,1.28,0.28,0.31,0.45,-979,2,-516,0%,0%,0,-
643,Momochi,BR ,2,50%,2.8,0,3,8.5,0.6,222,57.2%,15.3,361,3.01,1.83,0.28,0.4,-396,0,-270,0%,0%,0,-
644,MooseHater,US ,6,66.7%,5.2,5.2,2,5.2,8.2,441,57.2%,27.4,712,0.72,0.33,0.11,0.05,-682,-2,413,16.7%,50%,0,9
645,Morgan,KR ,10,50%,2,1.8,2.4,3,9,396,56.5%,22.8,477,1.21,0.39,0.23,0.25,-623,-12,-474,0%,30%,0,3
646,Morttheus,BR ,2,100%,4,4.5,2.5,5.5,8.2,443,76.7%,27.5,653,1.32,0.35,0.33,0.13,397,19,-21,50%,0%,0,1
647,Mousty,BR ,2,0%,1,2,5,3,3.6,267,65%,8.1,163,1.35,0.25,0.35,0.27,-460,-16,-836,50%,0%,0,-
648,Moutarde,FR ,6,0%,2,3,3.7,4.5,8.1,378,67.2%,28.4,522,1.06,0.36,0.18,0.1,-86,-8,72,16.7%,33.3%,0,2
649,Mrozku,PL ,5,40%,5.3,3.2,1.6,5.2,9.2,396,66.2%,26.3,494,0.86,0.41,0.14,0.18,162,6,13,40%,0%,0,1
650,MxDragon,UA ,2,0%,1.9,2.5,6,9,4.5,312,59.5%,22.9,720,0.92,0.13,0.31,0.11,-103,-4,-52,0%,0%,0,-
651,MyKey,ES ,4,25%,3,3.3,2.3,3.5,8.6,386,80%,29.2,570,1.02,0.43,0.16,0.12,-385,-7,-119,25%,0%,0,-
652,Myrtus,FR ,6,50%,2.8,0.8,3.3,8.3,0.8,234,81.8%,10,182,2.5,1.04,0.41,0.25,160,4,-8,16.7%,0%,0,-
653,Myrwn,ES ,5,80%,3,2.6,3.2,7,7.7,362,56.8%,17.6,499,1.03,0.3,0.15,0.08,268,12,731,0%,20%,0,2
654,Mystiques,PL ,1,0%,2,1,7,13,0.6,235,87.5%,4.6,115,2.6,1.34,0.42,0.29,-1206,-1,990,0%,100%,0,-
655,NOsFerus,BR ,4,50%,8.2,4.5,1.5,7.8,7.5,374,73.4%,22.9,529,0.89,0.31,0.16,0.17,-18,8,485,0%,0%,0,2
656,Nafkelah,ME ,5,60%,2.6,3,2.4,3.2,8.3,382,46.2%,21.9,493,1.12,0.45,0.15,0.2,542,0,143,20%,20%,0,-
657,Nap,JP ,3,66.7%,3,1.3,1.7,3.7,7.6,349,49%,16.6,311,0.87,0.29,0.16,0.11,-124,-8,60,33.3%,0%,0,-
658,Nash,NO ,2,50%,7,1,1.5,9.5,0.2,232,92.9%,9.5,182,2.13,1.38,0.1,0.19,540,-2,309,50%,0%,0,-
659,Nasser,ES ,4,50%,5.8,3,2,8.5,5,314,65.8%,13.6,322,1.45,0.26,0.29,0.26,232,-8,326,75%,0%,0,-
660,Navatar,GR ,2,50%,1.7,1.5,3.5,4.5,4.4,315,66.7%,20,413,1.51,0.29,0.4,0.27,-434,-26,-655,0%,50%,0,1
661,Neo,VN ,2,100%,6.5,4.5,2,8.5,8.1,418,85.3%,19.9,516,1.19,0.54,0.4,0.22,-434,10,413,0%,50%,0,-
662,Neon,SK ,5,80%,5.9,3,1.6,6.4,9.5,445,60.5%,24.6,587,1.26,0.39,0.41,0.13,-119,-9,-300,20%,0%,0,-
663,Neramin,TR ,5,80%,6.8,9,2.2,6,8.7,509,74.5%,30,845,1.02,0.32,0.26,0.1,975,2,523,40%,0%,0,-
664,Netuno,BR ,4,75%,5.1,4.8,2,5.5,8.4,438,63.3%,21.1,522,1.23,0.36,0.34,0.12,263,5,-130,25%,0%,0,-
665,Nia,KR ,4,50%,3.4,1.3,3.5,10.5,1,263,71.7%,12.1,290,4.05,2.34,0.71,0.47,-89,5,-160,0%,50%,0,-
666,Nicolaiy,BG ,2,0%,0.4,0,4.5,2,5.4,278,28.6%,8.4,139,1.22,0.27,0.28,0.25,-594,6,-316,0%,50%,0,-
667,Nightmares,NL ,2,50%,12.5,0.5,1,12,0.8,232,79.8%,12.8,349,2.32,1.17,0.26,0.11,126,0,-1,50%,0%,0,-
668,Nijhuis,DK ,2,0%,0.4,1,3.5,0.5,7.7,341,37.5%,19.3,286,0.93,0.43,0.14,0.18,-1174,-28,-660,0%,50%,0,1
669,Nille,FI ,2,100%,3.6,7,2.5,2,8.2,464,72.6%,26.2,577,1.31,0.52,0.15,0.2,1416,23,732,100%,0%,0,4
670,Ning,CN ,2,0%,1.2,1.5,3,2,5.2,305,80%,13.8,242,-,-,-,-,-,-,-,-,-,-,-
671,NinjaKiwi,BR ,4,50%,3.6,4.3,3.5,8.5,8.4,436,75.3%,27.2,689,1.49,0.44,0.35,0.21,-509,-12,-268,0%,25%,0,-
672,Ninten,ES ,4,100%,3.7,0.8,2.5,8.5,0.7,247,53.3%,7.9,153,2.18,1.09,0.23,0.24,-11,1,-214,50%,0%,0,-
673,Nio,DE ,4,0%,2.8,0.5,3,7.8,0.4,216,66.4%,8.7,177,2.66,1.48,0.3,0.42,-190,-14,153,25%,0%,0,-
674,Nisqy,BE ,5,80%,7.9,4.6,1.4,6.4,9.1,455,78%,29.2,711,0.81,0.35,0.1,0.18,466,7,471,20%,20%,0,2
675,Nite,DE ,4,25%,1,2,4,2,8.7,367,69.7%,23.3,400,1.03,0.36,0.11,0.07,-544,-2,-331,0%,25%,0,-
676,Noah,KR ,5,80%,6.7,5.2,1.8,6.8,9.9,506,76.9%,28.4,658,1.22,0.42,0.25,0.17,1805,20,401,60%,20%,0,1
677,Noma,PT ,2,50%,3.3,6,3,4,8.7,434,75.6%,38.9,906,2.01,0.61,0.17,0.25,318,-5,-363,50%,0%,0,-
678,Nomanz,RU ,2,50%,3,1,1.5,3.5,9.4,404,51.7%,24.7,484,1.26,0.47,0.23,0.13,-202,14,-610,0%,0%,0,-
679,Noodle,SE ,2,100%,6.4,6,2.5,10,5.2,423,68.2%,21.3,561,1.41,0.26,0.27,0.3,1622,13,813,50%,0%,0,-
680,Notiko,DE ,2,100%,2.8,2.5,2.5,4.5,7.9,405,49.8%,20.9,530,1.31,0.32,0.35,0.07,-1182,-15,-704,0%,0%,0,-
681,Nsurr,FR ,2,100%,2.9,0.5,3.5,9.5,0.9,258,68.6%,9.7,252,2.45,1.21,0.22,0.35,3,8,30,0%,100%,0,-
682,NuQ,TR ,2,50%,3.3,7,4,6,8.6,460,61.6%,33.9,1047,1.28,0.35,0.16,0.15,-526,15,-208,0%,50%,0,-
683,Nxi,US ,7,14.3%,1.7,2.3,3.1,3,5.8,323,64.3%,14.4,282,1.08,0.17,0.27,0.17,-724,5,10,14.3%,0%,0,-
684,Nyx,ES ,4,25%,1.4,0.8,3.8,4.5,5.3,291,62.5%,16.1,255,1.63,0.27,0.34,0.22,-661,5,-473,25%,25%,0,-
685,OMON,CZ ,1,100%,1.3,4,7,5,8.2,400,75%,22.7,609,1.28,0.42,0.08,0.22,580,16,-90,100%,0%,0,1
686,ON,CN ,6,50%,7,0.5,1.7,11.2,0.7,243,80.6%,8.8,209,-,-,-,-,-,-,-,-,-,-,-
687,Obelisk,DE ,2,0%,2.4,2.5,2.5,3.5,7.4,366,62.1%,24.5,501,1.04,0.4,0.25,0.13,-288,-20,-318,50%,0%,0,1
688,Obsess,DE ,4,25%,0.9,1.3,4.5,3,5.3,310,53.8%,17.2,325,1.31,0.38,0.29,0.23,-439,-5,-262,0%,50%,0,-
689,Obstinatus,PT ,5,80%,4.2,0.8,2.4,9.2,0.7,245,78.6%,8,165,3.36,1.63,0.46,0.34,320,3,106,40%,20%,0,1
690,Oddie,PE ,2,100%,-,2,0,9,5.9,384,61.9%,12.1,300,1.41,0.34,0.24,0.24,822,0,518,100%,0%,0,1
691,Odoamne,RO ,5,20%,1.2,2.8,4.2,2.4,8,373,48%,21.5,500,0.9,0.35,0.13,0.09,126,-0,-51,0%,0%,0,3
692,OnFleek,KR ,2,100%,28,4,0.5,10,6.1,393,68.6%,15.9,477,2.2,0.31,0.48,0.31,1667,16,406,50%,0%,0,1
693,Once,KR ,2,100%,4,2,2.5,8,5.9,385,61.1%,19.9,484,2.18,0.78,0.32,0.19,627,26,472,100%,0%,0,-
694,Oner,KR ,10,80%,3.9,2.5,2.4,6.8,5.1,344,69.9%,10.4,240,1.75,0.34,0.42,0.29,-130,-7,-416,50%,0%,0,2
695,Only31,TR ,5,60%,6.3,0.2,1.6,9.8,0.7,240,63.9%,7.8,166,2.62,1.28,0.27,0.3,-195,4,231,0%,0%,0,-
696,Ophelia,KR ,2,0%,1.3,1,4,4,9,373,73.1%,23.7,457,1.17,0.31,0.42,0.15,-368,6,-259,50%,0%,0,-
